row_id,author,title
330,İmadəddin Nəsimi,"Firqətin yandırdı bağrımı, yürəgim qan oldu, gəl!"
331,İmadəddin Nəsimi,"Firqətin dərdindən, ey can, yürəgim qan oldu, gəl!"
332,İmadəddin Nəsimi,Fəraqı çəkməyən aşiq vüsalın qədrini bilməz
333,İmadəddin Nəsimi,"Gördüm camalın şəmini rövşən, məhi-taban budur"
334,İmadəddin Nəsimi,"Getməgə əzm eyləmişsən, ey dilaram, eyləmə"
335,İmadəddin Nəsimi,"Götür niqabını xəlqə görün, ey şəmsü qəmər"
336,İmadəddin Nəsimi,"Görün ki, bəhri-məani nə qəsdi-can eylər"
337,İmadəddin Nəsimi,"Güli-tərdən gülicək, arizinə ma tökülür"
338,İmadəddin Nəsimi,"Gözümdən dəmbədəm axan qəmindən su degil, qandır"
339,İmadəddin Nəsimi,Gülşəni-firdövs edər can bağrını vəsli-həbib
340,İmadəddin Nəsimi,"Gə, gə, gə, gəl ki, seviram sə, sə, sə, sən mehi-Çini"
341,İmadəddin Nəsimi,"Gəl, ey dilbər, məni gör kim, necə xoş yanaram sənsiz"
342,İmadəddin Nəsimi,"Gəl, ey dilbər ki, müştaqam, səni görmək dilər könlüm"
343,İmadəddin Nəsimi,"Gəlgil ki, müştaq olmuşam şirin ləbin gül qəndinə"
344,İmadəddin Nəsimi,"Gəlgil ki, qapdı şövqi-cəmalın qərarımı"
345,İmadəddin Nəsimi,"Gəlgil ki, səndən ayru müştaqə can gərəkməz"
346,İmadəddin Nəsimi,"Gərçi fəraqə düşmüşəm, eyni-vüsal içindəyəm"
347,İmadəddin Nəsimi,"Gətir, gətir, gətir ol kaseyi rəvanpərvər"
348,İmadəddin Nəsimi,"Hüsnün, təbarəkallah, ənvari-ləmyəzəldir"
349,İmadəddin Nəsimi,Hüsnünə heyran durur hurü mələk
350,İmadəddin Nəsimi,Hüsnün təala şanəhü sünində heyran olmuşam
351,İmadəddin Nəsimi,"Hüsnünə sübhanəhü kim ki, şəhid olmadı"
352,İmadəddin Nəsimi,"Həbiba, firqətin saldı məlalə"
353,İmadəddin Nəsimi,"Həbibim, izzətim, canım, cahanım"
354,İmadəddin Nəsimi,"Hər kim ki, müştaq olmadı şol dilbərin didarinə"
355,İmadəddin Nəsimi,Həsrət yaşı hər ləhzə qılır bənzimizi saz
356,İmadəddin Nəsimi,"Kim aydır kim, üzün gülnara bənzər"
357,İmadəddin Nəsimi,Könlümdə mənim eşqi-camalın əzəlidir
358,İmadəddin Nəsimi,Könlümün viranəsində gənci-pünhan bulmuşam
359,İmadəddin Nəsimi,"Könlümün şəhrini çün kim, eylədi yəğmayi-eşq"
360,İmadəddin Nəsimi,Könül sarayına mehri buraxdı ta tabi
361,İmadəddin Nəsimi,"Kəbə üzündür, ey sənəm, üzünədir sücudumuz"
362,İmadəddin Nəsimi,Ləbinə əhli-nəzər çeşmeyi-heyvan dedilər
363,İmadəddin Nəsimi,Ləblərin şərbətinə çeşmeyi-heyvan susadı
364,İmadəddin Nəsimi,"Ləbinə əhli-nəzər can dedilər, gerçəkmiş"
365,İmadəddin Nəsimi,"Mahi-tabandır üzün, ey afitabi-xavəri"
366,İmadəddin Nəsimi,Mana sənsiz cahanü can gərəkməz
367,İmadəddin Nəsimi,Mehri-rüxün tabına düşdü könül yanədir
368,İmadəddin Nəsimi,Mişkin saçın hər tarəsin iki cahana verməzəm
369,İmadəddin Nəsimi,Mişkin saçın səvadına mişki-Xəta derəm
370,İmadəddin Nəsimi,Mövsimi-novruzü neysan
371,İmadəddin Nəsimi,"Müənbər sünbülün, şaha, güli-siraba pürçindir"
372,İmadəddin Nəsimi,"Mən ki, dərvişəm, fəqirəm, padişahi-aləməm"
373,İmadəddin Nəsimi,"Mən mülki-cəhan, cəhan mənəm, mən"
374,İmadəddin Nəsimi,"Məndə sığar iki cahan, mən bu cahanə sığmazam"
375,İmadəddin Nəsimi,"Məndən üzün yaşırma kim, səcdəgahım oldur"
376,İmadəddin Nəsimi,"Mənim rəhbanımü deyrim, səlibim, dinim, imanım"
377,İmadəddin Nəsimi,"Mənim yari-vəfadarım, gəl axır"
378,İmadəddin Nəsimi,"Mərhəba, ey bəhri-zatın gövhəri-yekdanəsi"
379,İmadəddin Nəsimi,"Mətləi-hüsnün, ey sənəm, məzhəri-layəzalidir"
380,İmadəddin Nəsimi,Nagəhan könlümə düşdü şurişi-qovğayi-eşq
381,İmadəddin Nəsimi,"Neylərəm mən bunda durub, çünki dildar andadır"
382,İmadəddin Nəsimi,"Nigarım, dilbərim, yarım, ənisim, munisim, canım"
383,İmadəddin Nəsimi,"Nə süni-paki-yəzdansan, a dilbər"
384,İmadəddin Nəsimi,"Olmaya məstanə eynintək, şəha, məkkar kar"
385,İmadəddin Nəsimi,"Qara saçın ki, zülmatındadur nur"
386,İmadəddin Nəsimi,Qaşın vəhyi bizə bürhan irişdi
387,İmadəddin Nəsimi,Qibləgahımdır Əli
388,İmadəddin Nəsimi,Rübailər (Nəsimi)
389,İmadəddin Nəsimi,Rəhməti gəldi irişdi fəzli-rəhmanın yenə
390,İmadəddin Nəsimi,"Rəvamıdır, rəvamıdır, həbibi"
391,İmadəddin Nəsimi,Surətin nəqşində hər kim görmədi nəqqaşını
392,İmadəddin Nəsimi,"Surəti-həqqə, ey sənəm, bədri-rüxündür ayinə"
393,İmadəddin Nəsimi,"Surətin nəqşində könlüm, ey sənəm, heyran olur"
394,İmadəddin Nəsimi,Surətin nəqşinə xəyal irəməz
395,İmadəddin Nəsimi,Susadı könlüm nigarın lə’li-ruhəfzasinə
396,İmadəddin Nəsimi,Sünbüli-zülfünün əgər qonşusu lalə düşməyə
397,İmadəddin Nəsimi,Sünbülün əbrində gördüm uş məhi-taban gəlir
398,İmadəddin Nəsimi,Səba zülfün nəsimindən cahanı cümlə can etdi
399,İmadəddin Nəsimi,"Səfavü zövqi-dünyaya, könül, aldanma, al eylər"
400,İmadəddin Nəsimi,"Səhərdə gül üzün şaha, çü gülşəndə gülab oynar"
401,İmadəddin Nəsimi,"Sən mana yar ol ki, könlüm bir dəxi yar istəməz"
402,İmadəddin Nəsimi,"Səndən iraq, ey sənəm, şamü səhər yanaram"
403,İmadəddin Nəsimi,"Sənmisən, ey mahsurət, cənnətin eynində hur"
404,İmadəddin Nəsimi,"Sənəma, üzün gülündən gülə-gülə gül utandı"
405,İmadəddin Nəsimi,Sərvin qatında sidrəvü Tuba rəvan olur
406,İmadəddin Nəsimi,"Ta ki, gəldi eşqin, ol mənliyi məndən qapdı"
407,İmadəddin Nəsimi,"Ta kim, üzünü görmüşəm, hüsnündə heyran olmuşam"
408,İmadəddin Nəsimi,Tutdu gülzari-cahanı əbri-gövhərbar bar
409,İmadəddin Nəsimi,"Ta üzün gördüm, nigara, qəmdən azad olmuşam"
410,İmadəddin Nəsimi,"Təalallah ki, sünidən sənintək xoş camal eylər"
411,İmadəddin Nəsimi,Var bu cahandan özgə bizim bir cahanımız
412,İmadəddin Nəsimi,Vəchdən dilbər götürmüşdür niqab
413,İmadəddin Nəsimi,Vəchində peydadır sənin ənvari-zati-kibriya
414,İmadəddin Nəsimi,"Vəslin əcəb nə candır kim, canımış bəhası"
415,İmadəddin Nəsimi,"Yandırdı şövqün canımı, ey dərdə dərman, qandasan"
416,İmadəddin Nəsimi,"Yandırdı eşqin bağrımı, səndən mana dərman gərək"
417,İmadəddin Nəsimi,Yandırıcı firqətin yaxdı məni narinə
418,İmadəddin Nəsimi,"Yarəb, nə səbəbdəndir olur taqətimiz taq"
419,İmadəddin Nəsimi,"Yarın cəfası cümlə vəfadır, cəfa degil"
420,İmadəddin Nəsimi,"Zülfün gecəsi qədrdürür, al yanağın ay"
421,İmadəddin Nəsimi,Yüz min cəfa qılsan mənə
422,İmadəddin Nəsimi,"Zülfün girehləri, sənəma, həlqə-həlqə tab"
423,İmadəddin Nəsimi,"Zülfünü ənbərfəşan etmək dilərsən, etməgil!"
424,İmadəddin Nəsimi,"Çünki rəf’ oldu üzündən, ey şəhi-xuban, niqab"
425,İmadəddin Nəsimi,"Ümmana girən eşq ilə, dürdanəyə uğrar"
426,İmadəddin Nəsimi,Üzün bədri cahanın danəsidir
427,İmadəddin Nəsimi,"Üzün günündən, ey qəmər, ənvara düşmüşəm"
428,İmadəddin Nəsimi,Üzündə surəti-rəhmanı gördüm
429,İmadəddin Nəsimi,Üzün nuri-təcəlli məzhəridir
430,İmadəddin Nəsimi,"Üzündür məqsədim, qibləm, ləbindir abi-heyvanım"
431,İmadəddin Nəsimi,"Şol ləbi şirinə, yarəb, gər şəkər dersəm, nola?"
432,İmadəddin Nəsimi,Şahidi-laşərikə ləh şol sənəmin camalıdır
433,İmadəddin Nəsimi,Üzünü surəti-rəhman oxurlar
434,İmadəddin Nəsimi,Şol tamam ayın üzündən çünki rəf oldu niqab
435,İmadəddin Nəsimi,"Şəha, könlümdə daim bir həvəs var"
436,İmadəddin Nəsimi,"Şəha, çün surətin Fürqanımızdır"
437,İmadəddin Nəsimi,Şənbə günü mən uğradım ol sərvi-rəvanə
438,İmadəddin Nəsimi,"Əcəba, bu huri üzlü məhi-bədr, ya pərimi"
439,İmadəddin Nəsimi,Şərbətin acı firqətin nuş edərəm şəkər kimi
440,İmadəddin Nəsimi,"Əcəb lə’linmi şol, ya cani-əhbab?"
441,İmadəddin Nəsimi,Əhdə vəfa eylədi yari-vəfadarımız
442,Şah İsmayıl Xətai,"Ah kim, sǝn getdin, ey ay yüzlü, can qaldı mana"
443,Şah İsmayıl Xətai,Arizin kim ol rüxi-pürnuri-tab üstündǝdir
444,Şah İsmayıl Xətai,Arizindǝ sünbülün ǝnbǝrfişan etmiş durur
445,Şah İsmayıl Xətai,"Aşiq isǝn gǝl bǝrü, kim, cani-canan mǝndǝdir"
446,Şah İsmayıl Xətai,"Aşiq oldur kim, sözü canü dililǝ yar bir"
447,Şah İsmayıl Xətai,Bahariyyə
448,Şah İsmayıl Xətai,Bayatılar (Şah İsmayıl Xətai)
449,Şah İsmayıl Xətai,Baharın gəldiyin nədən biləyim
450,Şah İsmayıl Xətai,"Bir pǝri heyraniyǝm, bilmǝn mǝkani xandadır"
451,Şah İsmayıl Xətai,Bir söz
452,Şah İsmayıl Xətai,Biz də xanədanə gedər der idik
453,Şah İsmayıl Xətai,Biz ǝzǝldǝn ta ǝbǝd meydanǝ gǝlmişlǝrdǝnüz
454,Şah İsmayıl Xətai,Bizim ol dilrüba cananǝmizdir
455,Şah İsmayıl Xətai,"Bu alǝm hüsninǝ heyrandır, ey dust!"
456,Şah İsmayıl Xətai,Bu gün ələ almaz oldum mən sazım
457,Şah İsmayıl Xətai,Bu surahi bir dilarami-pǝri nisbǝtlidir
458,Şah İsmayıl Xətai,"Bu sürahi, filmǝsǝl, bir dilbǝri canan durur"
459,Şah İsmayıl Xətai,"Bu tübşi kim, yeri dǝr, ziri-padır"
460,Şah İsmayıl Xətai,"Bu şahi-pürkǝrǝm, sahibnǝzǝrdir"
461,Şah İsmayıl Xətai,Bulunca
462,Şah İsmayıl Xətai,Cahanda aşiqin çox adı vardır
463,Şah İsmayıl Xətai,"Bütpǝrǝst oldu könül, bütxanǝlǝr küncündǝdir"
464,Şah İsmayıl Xətai,"Can olmaz isə, sən təki canan yetər mana"
465,Şah İsmayıl Xətai,"Cana, könüldǝ hǝmdǝm olan qǝm durur mana"
466,Şah İsmayıl Xətai,Dedilər (Şah İsmayıl Xətai)
467,Şah İsmayıl Xətai,Degil
468,Şah İsmayıl Xətai,"Dilbǝra, hüsnini sane afitab etmiş durur"
469,Şah İsmayıl Xətai,"Dilbǝra, mehrin ǝzǝldǝn sidqilǝ canımda var"
470,Şah İsmayıl Xətai,"Diyari-eşqə sultanəm, dila mən də zəmanimdə"
471,Şah İsmayıl Xətai,"Dədəm, xoş gəldin, xoş gəldin"
472,Şah İsmayıl Xətai,Ey cəmalın gülsitani baği-minudur mana
473,Şah İsmayıl Xətai,"Ey könül, ol mǝnisiz cahili yar etmǝkmolur"
474,Şah İsmayıl Xətai,"Ey könül, hǝr mǝnisiz cahili yar etmǝk nǝdir?"
475,Şah İsmayıl Xətai,"Ey könül, vǝqti-bahar ötdü, xǝzǝn olmuş durur"
476,Şah İsmayıl Xətai,"Ey könül, yar vǝslini qoyma ki, yar ǝldǝn gedǝr"
477,Şah İsmayıl Xətai,"Ey müsǝlmanlar, bu gün ol yari-pünhan ayrılır"
478,Şah İsmayıl Xətai,"Ey sǝnǝm, neyçün sǝnin vǝdǝn xilaf olmuş durur"
479,Şah İsmayıl Xətai,"Eşqin ey dilbǝr, könül tǝxtindǝ şah olmuş durur"
480,Şah İsmayıl Xətai,"Getdi ol dilbǝr, bǝsi dǝrdü bǝla qaldı mana"
481,Şah İsmayıl Xətai,"Getdi ol mǝhru yanımdan, yüz cǝfa qaldı mana"
482,Şah İsmayıl Xətai,"Getmǝ sǝn eşqin ki, bir kǝnci-nihan ǝldǝn gedǝr"
483,Şah İsmayıl Xətai,"Gördüm yüzüni, ey sǝnǝm, billah ki, xoş cananǝdir"
484,Şah İsmayıl Xətai,"Gǝl ey arif, sana hǝr dǝm tǝvafi-hǝcci-ǝkbǝrdir"
485,Şah İsmayıl Xətai,"Gǝldi sürahi mǝclisǝ, rǝf eylǝmiş niqab"
486,Şah İsmayıl Xətai,"Gəl, a könül, xoş görəlim bu dəmi"
487,Şah İsmayıl Xətai,Gərəkməz
488,Şah İsmayıl Xətai,Hali-dilimni bǝndǝdǝn ol yarǝ söylǝniz
489,Şah İsmayıl Xətai,Hǝq lǝbindǝn ğönçǝni gülşǝndǝ xǝndan eylǝmiş
490,Şah İsmayıl Xətai,Hǝq ǝzǝl meyxanǝsindǝn verdi bu cami mana
491,Şah İsmayıl Xətai,Hǝqin nüsxǝlǝrindǝ bir bǝyan var
492,Şah İsmayıl Xətai,"Hǝr kimǝ kim, sǝncǝliyǝn bir pǝrivǝş yar ola"
493,Şah İsmayıl Xətai,Həqiqət bəhrizatun əkbər oldu
494,Şah İsmayıl Xətai,Hər dəm ğəmində naləvü ahim yetər mana
495,Şah İsmayıl Xətai,"Kuyin sǝnin ki, rozeyi-darüssǝlamdir"
496,Şah İsmayıl Xətai,"Könül bir yarı sevdi kim, pǝridir"
497,Şah İsmayıl Xətai,Mǝnǝm bir tǝn vǝ leykin can onundur
498,Şah İsmayıl Xətai,"Mǝnim ol, suvlu yarım gǝldi xoşdur"
499,Şah İsmayıl Xətai,Neylǝrǝm ol cǝnnǝti içindǝ dildar olmasa
500,Şah İsmayıl Xətai,"Novcavan ol pir ikǝn, dövran ki, canan dövridir"
501,Şah İsmayıl Xətai,"Nǝ buyursan şǝha, fǝrman sǝnindir"
502,Şah İsmayıl Xətai,Nəzər eylə
503,Şah İsmayıl Xətai,"Ol kimsǝ kim, bu dünyǝvü üqbadǝ şahdir"
504,Şah İsmayıl Xətai,Pǝrişan zülfi-müşkinin güli-xǝndanǝ düşmüşdür
505,Şah İsmayıl Xətai,"Qalsın könül, yol qalmasın"
506,Şah İsmayıl Xətai,Qamǝtindǝn münfǝildir sayeyi-sǝrvi bülǝnd
507,Şah İsmayıl Xətai,"Qaçma məndən, qaçma avçı deyiləm"
508,Şah İsmayıl Xətai,"Ta ki, dǝrdindǝn olubdur yürǝgim sǝdparǝlǝr"
509,Şah İsmayıl Xətai,"Ta mǝnim könlümdǝ, cana, hǝsrǝti-cananǝdi"
510,Şah İsmayıl Xətai,Varmıdır
511,Şah İsmayıl Xətai,Vücudim şəhrin seyr edib gəzərim
512,Şah İsmayıl Xətai,Vǝchindǝ peydadır sǝnin ǝnvari-zati-kibriya
513,Şah İsmayıl Xətai,"Xandadir ol bimisalın ibtidası, xandǝdir?"
514,Şah İsmayıl Xətai,"Xar oldu yürǝgim hicrindǝ, ey gül yüzlü yar"
515,Şah İsmayıl Xətai,Yanağın ey pǝri can mǝnzilidir
516,Şah İsmayıl Xətai,Yarı gördüm bu gün xǝndan oturmuş
517,Şah İsmayıl Xətai,Yol əhlinin
518,Şah İsmayıl Xətai,"Yer yox ikən, gög yox ikən, ta əzəldən var idim"
519,Şah İsmayıl Xətai,İki alǝmdǝ sultandır qǝlǝndǝr
520,Şah İsmayıl Xətai,Övliyadan hasil etdik eşq ilǝ sevdayi biz
521,Şah İsmayıl Xətai,İstərlər
522,Şah İsmayıl Xətai,"İçmişəm bir dolu, olmuşam ayıq"
523,Şah İsmayıl Xətai,Şah mənəm
524,Şah İsmayıl Xətai,Şah İsmayılla bağlı mübahisələrə dair bir neçə tezis
525,Şah İsmayıl Xətai,"Şǝha, ol zülfi-müşkinin nǝ ziba çinn-pürçindir"
526,Şah İsmayıl Xətai,"Əhli-hǝyatǝ söylǝrǝm, ey hǝyyi-lamǝmat"
527,Şah İsmayıl Xətai,Ərənlər
528,Şah İsmayıl Xətai,"Ərzǝ yazdım mǝn sǝnǝ, ey şah xubanım, mǝdǝd!"
529,Şah İsmayıl Xətai,"Əya gül yüzlü, çöhrǝn ayǝ bǝnzǝr!"
530,Şah İsmayıl Xətai,Əzǝldǝn ta ǝbǝd heydǝr gǝlübdür
531,Şah İsmayıl Xətai,Əzəldən şah bizim sultanımızdır
532,Molla Pənah Vaqif,Aldı canım naz ilə ol gözləri şəhla pəri
533,Molla Pənah Vaqif,Aya qılasan
534,Molla Pənah Vaqif,Alı sən
535,Molla Pənah Vaqif,Ayağa məni
536,Molla Pənah Vaqif,Ayrıldıq
537,Molla Pənah Vaqif,Ağ gəlin
538,Molla Pənah Vaqif,Ağlayır (Molla Pənah Vaqif)
539,Molla Pənah Vaqif,"Badi-səba, bir xəbər vеr könlümə"
540,Molla Pənah Vaqif,Aşiqəm
541,Molla Pənah Vaqif,Bax (Molla Pənah Vaqif)
542,Molla Pənah Vaqif,Bayram oldu
543,Molla Pənah Vaqif,Bir gözəl qamətli yari-lalərəngi sеvmişəm
544,Molla Pənah Vaqif,Bir-birinə həmdəm iki növcavan
545,Molla Pənah Vaqif,Bu daqal
546,Molla Pənah Vaqif,"Bu hal ilə, həbibim, həsrətindən can keçsinmi?"
547,Molla Pənah Vaqif,Bəzənibdir
548,Molla Pənah Vaqif,Bəri bax (Molla Pənah Vaqif)
549,Molla Pənah Vaqif,Canan dağına
550,Molla Pənah Vaqif,Cəmalın gözümdən nihan оlalı
551,Molla Pənah Vaqif,Dodaqlarından
552,Molla Pənah Vaqif,Durnalar (Molla Pənah Vaqif)
553,Molla Pənah Vaqif,Deyiləm (Molla Pənah Vaqif)
554,Molla Pənah Vaqif,Dəhrdə оldu mənə dildarü dilbər bir tüfəng
555,Molla Pənah Vaqif,"Ey Kəbəm, Kərbəlam, Məkkəm, Mədinəm"
556,Molla Pənah Vaqif,Evində
557,Molla Pənah Vaqif,"Dərdin öldürdü məni, еy növcəvanım, gələ gör"
558,Molla Pənah Vaqif,"Ey büti-tutizəban, gəl ki, məqalın istərəm"
559,Molla Pənah Vaqif,Ey rəngi-rüxi-alına heyran gülü lalə
560,Molla Pənah Vaqif,"Ey huri liqalım, mələk simalım"
561,Molla Pənah Vaqif,Ey səba
562,Molla Pənah Vaqif,Eyləyəm
563,Molla Pənah Vaqif,"Ey zülfü siyəh, sinəsi əbyəz, gözü alə"
564,Molla Pənah Vaqif,Görmədim (Molla Pənah Vaqif)
565,Molla Pənah Vaqif,Görməmişəm
566,Molla Pənah Vaqif,Görəydim (Molla Pənah Vaqif)
567,Molla Pənah Vaqif,Gəlin (Molla Pənah Vaqif)
568,Molla Pənah Vaqif,"Hayıf ki, yoxdur!"
569,Molla Pənah Vaqif,"Hər səhər bad əsər, arızı-cananə dəyər"
570,Molla Pənah Vaqif,Gərək (Molla Pənah Vaqif)
571,Molla Pənah Vaqif,"Kim ki, sevdayi-səri-zülfu-pərişanə düşər"
572,Molla Pənah Vaqif,Mehribanlıq görməyib bir mehliqadən küsmüşəm
573,Molla Pənah Vaqif,Molla Pənah Vaqiflə Molla Vəli Vidadinin deyişməsi
574,Molla Pənah Vaqif,Məhəmməd (Molla Pənah Vaqif)
575,Molla Pənah Vaqif,Mərhum Vaqifin qəzəli
576,Molla Pənah Vaqif,Neyləmişəm məndən üz döndəribsən
577,Molla Pənah Vaqif,Nagəhan bir dərdə düşdü olmadı dərman cavad
578,Molla Pənah Vaqif,"Mərhəba, sən bizə, еy türfə cavan, xоş gəldin!"
579,Molla Pənah Vaqif,Ola (Molla Pənah Vaqif)
580,Molla Pənah Vaqif,Ozər babısan
581,Molla Pənah Vaqif,Olur (Molla Pənah Vaqif)
582,Molla Pənah Vaqif,Oynasın (Molla Pənah Vaqif)
583,Molla Pənah Vaqif,Pəri (Molla Pənah Vaqif)
584,Molla Pənah Vaqif,Qabağında (Molla Pənah Vaqif)
585,Molla Pənah Vaqif,Qurban olduğum (Molla Pənah Vaqif)
586,Molla Pənah Vaqif,Qurbanıyam mən
587,Molla Pənah Vaqif,Qış günü çünki dönər şоl cənnətül-məvayə kürk
588,Molla Pənah Vaqif,"Sevdiyim, ləblərin yaquta bənzər"
589,Molla Pənah Vaqif,Səhər-səhər həsrət ilən gəzirdim
590,Molla Pənah Vaqif,Sən qönçə kimi hər bir edən dəmdə yaşınmaq
591,Molla Pənah Vaqif,"Sənin, еy şux məlaikzadə, qurbanın оlum"
592,Molla Pənah Vaqif,Sərasər bir yerə yığılsa xublar
593,Molla Pənah Vaqif,Tüfəng
594,Molla Pənah Vaqif,"Tuba bоylum, qamətindi sərvü ərərdən gözəl"
595,Molla Pənah Vaqif,"Valinin çеşmi çırağı, vəh nə türfə can imiş"
596,Molla Pənah Vaqif,Vaqifin
597,Molla Pənah Vaqif,Vaqif bu qəzəli Vidadinin xahişi ilə yazıb
598,Molla Pənah Vaqif,Vaqifə cavabında Vidadinin qəzəli
599,Molla Pənah Vaqif,Vaxtı dеyil
600,Molla Pənah Vaqif,Vidadi ilə müşairə
601,Molla Pənah Vaqif,"Verdi ağa mənə bir çuxa ki, min donə dəyər"
602,Molla Pənah Vaqif,"Vəh, bu bağın nə əcəb sərvi dilaraları var"
603,Molla Pənah Vaqif,"Ya rəbbi, bu şəhrə, o üzü mah gələydi"
604,Molla Pənah Vaqif,Yoxdur (Molla Pənah Vaqif)
605,Molla Pənah Vaqif,Zülfün (Molla Pənah Vaqif)
606,Molla Pənah Vaqif,Öpəydim (Molla Pənah Vaqif)
607,Molla Pənah Vaqif,Çıxar
608,Molla Pənah Vaqif,Üzündən оl günəş rüxsar ta məcər çəkib durmuş
609,Molla Pənah Vaqif,Şamama (Can verib yuz minnət ilə almışam) (Molla Pənah Vaqif)
610,Molla Pənah Vaqif,Əzəldən biz də bir şəkər ləbi sevdik sevənlər tək
611,Molla Pənah Vaqif,"Əla еy təxtigahi-mədələt sultanı, xоş gəldin!"
612,Molla Pənah Vaqif,Əfəndi
613,Molla Pənah Vaqif,"Еy mahi-şərəf, mеhrü vəfalər gətiribsən"
614,Molla Pənah Vaqif,"Еy qaşı kaman, kirpiyi pеykan, qaraçarqat"
615,Molla Pənah Vaqif,"Оl mahi-münəvvər ki, səhərdən gеdəcəkdir"
616,Molla Pənah Vaqif,"Еy pərisima, sənin didarının müştaqiyəm"
617,Qasım bəy Zakir,"Aslan, qurd və çaqqal"
618,Qasım bəy Zakir,Ayrı (Qasım bəy Zakir)
619,Qasım bəy Zakir,Arasında (Qasım bəy Zakir)
620,Qasım bəy Zakir,Ay mədəd (Qasım bəy Zakir)
621,Qasım bəy Zakir,Can cilvələnir qaməti-mövzunu görəndə
622,Qasım bəy Zakir,Canımız
623,Qasım bəy Zakir,Durnalar (Qasım bəy Zakir)
624,Qasım bəy Zakir,Dəvə və eşşək
625,Qasım bəy Zakir,"Dost yolunda cəfa çəkdim, can üzdüm"
626,Qasım bəy Zakir,Gövhər ağaya
627,Qasım bəy Zakir,Gəlsin (Qasım bəy Zakir)
628,Qasım bəy Zakir,Gərək (Qasım bəy Zakir)
629,Qasım bəy Zakir,Gərcı tutub aləmı şunşu qovğayı-eşq
630,Qasım bəy Zakir,Mirzə (Qasım bəy Zakir)
631,Qasım bəy Zakir,Məndən (Qasım bəy Zakir)
632,Qasım bəy Zakir,Oldu (Qasım bəy Zakir)
633,Qasım bəy Zakir,Sədaqətli dostlar haqqında
634,Qasım bəy Zakir,Qəsdin budu gər xatiri-biçarə dağılsın
635,Qasım bəy Zakir,Sana
636,Qasım bəy Zakir,Sən onda elə zovqu səfa bağ arasında
637,Qasım bəy Zakir,Səninlə
638,Qasım bəy Zakir,Tülkü və Qurd (Qasım bəy Zakir)
639,Qasım bəy Zakir,Tapşırdım
640,Qasım bəy Zakir,Tülkü və şir
641,Qasım bəy Zakir,Var mülki-Qarabağda çox dun köpək oğlu
642,Qasım bəy Zakir,Xəbər alsan bu vilanın əhvalın
643,Qasım bəy Zakir,Vilayətin məğşuşluğu haqqında
644,Qasım bəy Zakir,Zur etdi dəhr möhnəti canə yavaş-yavaş
645,Qasım bəy Zakir,Yenə
646,Qasım bəy Zakir,Yoxdu bu bəzmdə gərçi sitəmi-yarı görən
647,Qasım bəy Zakir,Çağıdı (Qasım bəy Zakir)
648,Qasım bəy Zakir,Öpüm
649,Seyid Əzim Şirvani,Alimi-biəməl vaqiəsi
650,Seyid Əzim Şirvani,Abid və quru kəllə
651,Seyid Əzim Şirvani,Aləmdə səsim var mənim
652,Seyid Əzim Şirvani,Aslan və qarışqa əhvalatı
653,Seyid Əzim Şirvani,Aslan və iki öküz
654,Seyid Əzim Şirvani,Ayı və siçan
655,Seyid Əzim Şirvani,"Bir məktuba cavab (Bir vəqti-xocəstə, hiyni-xürrəm)"
656,Seyid Əzim Şirvani,"Bir məktuba cavab (Dusti-girami, sənə olsun səlam)"
657,Seyid Əzim Şirvani,Bir nəfər dosta
658,Seyid Əzim Şirvani,Bir dostun məktubuna cavab
659,Seyid Əzim Şirvani,"Bəlayi-eşqə düşdürt, ey büti-mehparə, səbr eylə"
660,Seyid Əzim Şirvani,"Bir çarə qıl, ey əmmə, mən ölsəm kəfən olmaz"
661,Seyid Əzim Şirvani,Cahil ata ilə alim oğul hekayəsi
662,Seyid Əzim Şirvani,Dilənçi və xəsis (Seyid Əzim Şirvani)
663,Seyid Əzim Şirvani,"Dolanım başına ey nazlıca yarım, bəri bax"
664,Seyid Əzim Şirvani,Dəvə ilə eşşəyin yol getməsi
665,Seyid Əzim Şirvani,"Dün dolandım başına, söylədi pərvanədi bu"
666,Seyid Əzim Şirvani,Dəvə və balası
667,Seyid Əzim Şirvani,"Ey könül, məscid yolun tərk et, rəhi-meyxanə tut"
668,Seyid Əzim Şirvani,Eşşək və arı
669,Seyid Əzim Şirvani,Ey olan hadiyi-әrbabi-zәlәalәt Hadi
670,Seyid Əzim Şirvani,"Gecə gördüm səni, ey afəti-dövran, yuxuda"
671,Seyid Əzim Şirvani,"Guş qıl, ey ki bilirsən özüvi vaqifi-kar"
672,Seyid Əzim Şirvani,Gənc sərxoş və abid
673,Seyid Əzim Şirvani,Hacı və molla əhvalatı
674,Seyid Əzim Şirvani,Hatəmin macərası
675,Seyid Əzim Şirvani,Harun və şairlər əhvalatı
676,Seyid Əzim Şirvani,Hanı o malı ilə mən işrət etdigim gecələr
677,Seyid Əzim Şirvani,Hekayət (Omiros adlı bir həkimi-zaman)
678,Seyid Əzim Şirvani,Hekayət (Var idi bir maral çox ətşan)
679,Seyid Əzim Şirvani,Hikmət
680,Seyid Əzim Şirvani,Həccac ilə dərvişin söhbəti
681,Seyid Əzim Şirvani,Həmədan hakimi
682,Seyid Əzim Şirvani,Həmədan kəndinin hekayəsi
683,Seyid Əzim Şirvani,"Kim ki, eylərsə libasini mübəddəl kəfənə"
684,Seyid Əzim Şirvani,"Həzaran şükr kim, bir şəxsi-aliqədr hümmətdən"
